GivenName,Surname,Gender,EmailAddress,TelephoneNumber,NationalID,Age,City,StreetAddress,ZipCode,NameSet,Birthday,StateFull
Proserpina,DeRose,female,ProserpinaDeRose@dayrep.com,"0346 5314335",QW28255420,30,Compignano,"Via Santa Lucia 108",06050,Italian,9/4/1989,Perugia
Ave,Dellucci,female,AveDellucci@armyspy.com,"0324 1405891",AP24574988,35,Pietrelcina,"Via Piccinni 130",82020,Italian,6/11/1984,Benevento
Timoteo,Bianchi,male,TimoteoBianchi@gustr.com,"0330 5580139",QT38336685,25,"Villa Di Briano","Via Varrone 70",81030,Italian,6/4/1994,Caserta
Liviano,Trevisano,male,LivianoTrevisano@gustr.com,"0316 2961614",AS65637454,18,Calore,"Via Solfatara 29",83033,Italian,1/17/2002,Avellino
Oreste,Sal,male,OresteSal@dayrep.com,"0395 7682324",VN30609572,42,"Rive D'Arcano","Via Sacchi 45",33030,Italian,12/19/1977,Udine
Geraldina,Ricci,female,GeraldinaRicci@armyspy.com,"0335 2772063",XI53759234,58,"Motta D'Affermo","Via Nuova del Campo 85",98070,Italian,6/27/1961,Messina
"Lara ",Lucchesi,female,LaraLucchesi@teleworm.us,"0321 3891590",PG83593453,40,Pontegrande,"Piazza della Repubblica 6",88100,Italian,5/30/1979,Catanzaro
Rosalia,Cocci,female,RosaliaCocci@armyspy.com,"0331 3652939",MS18445961,52,Nasca,"Via Corio 65",21010,Italian,9/15/1967,Varese
Cupido,Lombardi,male,CupidoLombardi@dayrep.com,"0367 4692026",CS61904964,35,Spiano,"Piazzetta Scalette Rubiani 34",84085,Italian,12/22/1984,Salerno
Uriele,Bianchi,male,UrieleBianchi@rhyta.com,"0373 3688535",ZX88965600,26,Ulignano,"Viale Maria Cristina di Savoia 23",56048,Italian,10/7/1993,Pisa
Giacobbe,Napolitano,male,GiacobbeNapolitano@teleworm.us,"0318 6556654",PQ10955187,40,Nals,"Via di Santa Melania 14",39010,Italian,12/14/1979,Bolzano
Alice,Bianchi,female,AliceBianchi@gustr.com,"0313 9703751",QC34215893,58,"San Martino Sulla Marrucina","Via Torre di Mezzavia 82",66010,Italian,4/11/1961,Chieti
Prospero,Trevisano,male,ProsperoTrevisano@jourrapide.com,"0337 4826082",BT94138829,63,Sorvaro,"Piazzetta Scalette Rubiani 97",84050,Italian,2/1/1957,Salerno
Luciano,Milani,male,LucianoMilani@dayrep.com,"0353 3017761",CR17813637,59,Maiori,"Vicolo Cieco Fondachetto 100",84010,Italian,8/25/1960,Salerno
Alice,Loggia,female,AliceLoggia@jourrapide.com,"0336 3114657",XC21432625,39,Marausa,"Via del Pontiere 7",91020,Italian,9/29/1980,Trapani
Ariosto,Manna,male,AriostoManna@superrito.com,"0395 6463514",CS4912385,44,Prezzo,"Corso Porta Borsari 136",38085,Italian,8/29/1975,Trento
Raffaella,Palermo,female,RaffaellaPalermo@superrito.com,"0394 7185102",FK23271349,37,"Gizzeria Lido","Piazza della Repubblica 38",88048,Italian,1/8/1983,Catanzaro
Alfonsina,Cattaneo,female,AlfonsinaCattaneo@jourrapide.com,"0388 6559386",BI73767650,55,"Sannazzaro De' Burgondi","Vico Giganti 143",27039,Italian,11/15/1964,Pavia
Gaetano,Fallaci,male,GaetanoFallaci@gustr.com,"0381 1701444",CR23363708,25,Fegino,"Via Agostino Depretis 110",16161,Italian,5/2/1994,Genova
Margherita,Trentini,female,MargheritaTrentini@fleckens.hu,"0350 6768023",TW98942980,59,Nemi,"Via Longhena 29",00040,Italian,11/28/1960,Roma
Enza,Bruno,female,EnzaBruno@cuvox.de,"0321 2813684",IR90381324,61,"Sant'Elpidio A Mare","Via Loreto 119",63019,Italian,1/6/1959,"Ascoli Piceno"
Degna,Mazzanti,female,DegnaMazzanti@armyspy.com,"0314 5743808",EE47079092,36,Loncon,"Via Spalato 82",30020,Italian,5/20/1983,Venezia
Celio,Cattaneo,male,CelioCattaneo@einrot.com,"0370 1395852",HY22119821,55,Zambrone,"Lungodora Napoli 94",89868,Italian,5/27/1964,"Vibo Valentia"
Berengario,Fiorentini,male,BerengarioFiorentini@fleckens.hu,"0362 7299521",CL53196189,20,"Borghetto Di Tuoro","Vico Giganti 104",06060,Italian,11/8/1999,Perugia
Ambrogino,Fiorentino,male,AmbroginoFiorentino@cuvox.de,"0325 8954291",LF94071633,42,"San Cassiano","Via Pisanelli 46",48020,Italian,6/21/1977,Ravenna
Carla,Genovesi,female,CarlaGenovesi@einrot.com,"0399 6404148",WC56571239,63,"San Germano Vercellese","Piazza San Carlo 120",13047,Italian,3/11/1956,Vercelli
Geraldina,Napolitani,female,GeraldinaNapolitani@gustr.com,"0314 0874798",MK51601819,45,Peretola,"Piazza Principe Umberto 15",50145,Italian,10/6/1974,Firenze
Romano,Trevisan,male,RomanoTrevisan@armyspy.com,"0320 4755047",RN16542017,41,Puntone,"Corso Vittorio Emanuele 92",58020,Italian,2/21/1979,Grosseto
Silvia,Greco,female,SilviaGreco@cuvox.de,"0323 7583585",JU68787796,44,Caicambiucci,"Via Santa Lucia 54",06020,Italian,2/18/1976,Perugia
Clemente,Costa,male,ClementeCosta@dayrep.com,"0368 1520702",UE58408699,62,"Santa Reparata","Via Partenope 126",47015,Italian,12/17/1957,Forli
Gemma,Trentino,female,GemmaTrentino@cuvox.de,"0357 4349001",UI72604664,66,"Capezzano Pianore","Via Bologna 137",55040,Italian,6/20/1953,Lucca
Clio,Ferri,female,ClioFerri@teleworm.us,"0368 5785107",ZH58566237,67,"San Martino In Argine","Via Archimede 78",40062,Italian,11/20/1952,Bologna
Priscilla,Sal,female,PriscillaSal@einrot.com,"0372 5213439",WD24791131,28,Freienfeld,"Via San Domenico 118",39040,Italian,4/25/1991,Bolzano
Adalfredo,Genovesi,male,AdalfredoGenovesi@dayrep.com,"0382 7847658",AH69559977,29,Boroneddu,"Via Croce Rossa 52",09080,Italian,6/30/1990,Oristano
Urania,Barese,female,UraniaBarese@dayrep.com,"0353 7318564",NM7906870,38,Verdesina,"Via Zannoni 66",38080,Italian,8/30/1981,Trento
Catone,Trentino,male,CatoneTrentino@gustr.com,"0363 1303266",FQ32865878,59,Torri,"Via Firenze 110",18039,Italian,3/5/1960,Imperia
Ennio,Lori,male,EnnioLori@rhyta.com,"0339 1222256",JQ18318701,19,"Molina Aterno","Via Catullo 67",67020,Italian,7/24/2000,L'Aquila
Milena,Panicucci,female,MilenaPanicucci@jourrapide.com,"0372 2801733",YU15459404,23,Torrebruna,"Via Torre di Mezzavia 57",66050,Italian,5/19/1996,Chieti
Fausto,Cattaneo,male,FaustoCattaneo@rhyta.com,"0386 0457761",KF74858100,55,Onzo,"Via Scala 55",17037,Italian,1/5/1965,Savona
Tullia,Pisano,female,TulliaPisano@dayrep.com,"0331 8100791",WH79483180,50,"San Nicolo' In Val D'Ega","Via di Santa Melania 90",39050,Italian,9/26/1969,Bolzano
Ciriaco,Cocci,male,CiriacoCocci@teleworm.us,"0396 9068568",XU75830342,37,"Casanova Elvo","Piazza San Carlo 148",13030,Italian,7/24/1982,Vercelli
Flora,Bellucci,female,FloraBellucci@fleckens.hu,"0397 1017506",VJ99592336,44,Strongoli,"Via Francesco Saverio Correra 94",88816,Italian,8/17/1975,Crotone
Lavinia,Fanucci,female,LaviniaFanucci@teleworm.us,"0345 0680195",CY23151486,39,Valmadrera,"Piazza Pilastri 90",23868,Italian,12/29/1980,Lecco
Alfonsino,Arcuri,male,AlfonsinoArcuri@cuvox.de,"0347 9898376",CT38717069,39,"Melito Di Napoli","Via dei Fiorentini 39",80017,Italian,1/1/1981,Napoli
Alvisa,Fiorentini,female,AlvisaFiorentini@gustr.com,"0339 0837506",UE10538316,54,Pimonte,"Via dei Fiorentini 7",80050,Italian,12/1/1965,Napoli
Susanna,Conti,female,SusannaConti@rhyta.com,"0360 5276349",EP10070030,25,Carovilli,"Via Firenze 128",86083,Italian,11/10/1994,Isernia
Nilde,Marcelo,female,NildeMarcelo@dayrep.com,"0397 9806442",QK90657375,40,"San Pellegrino Terme","Via Lombardi 46",24016,Italian,2/1/1980,Bergamo
Fausta,Cocci,female,FaustaCocci@jourrapide.com,"0334 8934071",WA13853821,44,"Ca' Di Ianzo","Piazza San Carlo 150",13020,Italian,5/31/1975,Vercelli
Romolo,Bellucci,male,RomoloBellucci@superrito.com,"0380 5509547",GF33543918,51,"San Pietro Di Cavarzere","Via Antonio Cecchi 47",30010,Italian,4/7/1968,Venezia
Ivo,Padovesi,male,IvoPadovesi@superrito.com,"0319 9959477",PL23098675,57,Perledo,"Piazza Pilastri 106",23828,Italian,7/14/1962,Lecco
Ulderico,Nucci,male,UldericoNucci@armyspy.com,"0336 8599323",GC44909055,53,Medolla,"Piazza Bovio 18",41036,Italian,6/3/1966,Modena
Alvaro,Lucchesi,male,AlvaroLucchesi@rhyta.com,"0332 1075488",XQ10816085,30,"Pavone Del Mella","Via dei Serpenti 105",25020,Italian,2/26/1990,Brescia
Eric,Toscani,male,EricToscani@cuvox.de,"0342 2330144",MQ92327402,36,Triparni,"Lungodora Napoli 76",89900,Italian,9/24/1983,"Vibo Valentia"
Smeralda,Genovesi,female,SmeraldaGenovesi@gustr.com,"0314 1158414",JL36926851,36,Colturano,"Via Nazario Sauro 91",20060,Italian,12/27/1983,Milano
Remo,Dellucci,male,RemoDellucci@rhyta.com,"0328 2977196",PU38629465,22,Assago,"Via Palermo 80",20090,Italian,8/7/1997,Milano
Demetrio,Calabresi,male,DemetrioCalabresi@cuvox.de,"0389 7962213",DG92211688,25,"Marano Ticino","Via Nicola Mignogna 110",28040,Italian,6/28/1994,Novara
Enza,Nucci,female,EnzaNucci@cuvox.de,"0361 0697254",EE51296772,55,"Tomba Di Nerone","Via Galvani 53",00189,Italian,6/2/1964,Roma
Cristian,Folliero,male,CristianFolliero@teleworm.us,"0313 2327673",KX88968662,51,"Ariano Irpino Stazione","Via Solfatara 146",83030,Italian,11/8/1968,Avellino
Ines,Milani,female,InesMilani@superrito.com,"0378 1289785",EU33481447,67,Sant'Agostino,"Via Francesco Del Giudice 8",44047,Italian,3/17/1952,Ferrara
Manuela,Pinto,female,ManuelaPinto@dayrep.com,"0311 2025803",LX23612328,58,"Corleto Monforte","Via Rosmini 130",84020,Italian,11/27/1961,Salerno
Lino,Lori,male,LinoLori@einrot.com,"0334 0471886",MS66906910,22,Campill,"Via Alessandro Farnese 54",39030,Italian,7/2/1997,Bolzano
Anita,Trevisani,female,AnitaTrevisani@gustr.com,"0345 8548533",RZ29724895,42,"Montereale Valcellina","Via Miguel de Cervantes 9",33086,Italian,8/19/1977,Pordenone
Quintilio,Castiglione,male,QuintilioCastiglione@gustr.com,"0354 8149910",MH22661497,34,Fontainemore,"Via delle Viole 9",11020,Italian,11/22/1985,Aosta
Adalrico,Dellucci,male,AdalricoDellucci@superrito.com,"0350 3351178",JU1001011,27,"Tizzano Val Parma","Piazzetta Concordia 32",43028,Italian,12/27/1992,Parma
Amilcare,Bergamaschi,male,AmilcareBergamaschi@cuvox.de,"0373 1681887",WU62377403,43,Isernia,"Via Firenze 71",86170,Italian,10/11/1976,Isernia
Edilio,"Li Fonti",male,EdilioLiFonti@cuvox.de,"0324 7595652",XK55122584,21,Ferentillo,"Stradone Antonio Provolo 115",05034,Italian,7/2/1998,Termi
Santa,Manna,female,SantaManna@jourrapide.com,"0316 9314245",UU15973941,65,Ragalna,"Viale delle Province 26",95030,Italian,7/3/1954,Catania
Ettore,Trevisano,male,EttoreTrevisano@rhyta.com,"0377 9014615",GW7046018,38,Stava,"Via Nazionale 95",39020,Italian,9/13/1981,Bolzano
Elsa,Padovesi,female,ElsaPadovesi@fleckens.hu,"0344 8578243",EV27889487,51,"San Benigno","Via Moiariello 35",12020,Italian,10/29/1968,Cuneo
Quintiliano,Trentini,male,QuintilianoTrentini@rhyta.com,"0344 9158428",SS12702263,25,Cassola,"Lungodora Napoli 83",36022,Italian,7/3/1994,Vicenza
Simone,Angelo,male,SimoneAngelo@armyspy.com,"0371 8385420",XQ68591014,38,"Canneto Di Caronia","Via San Domenico Soriano 85",98070,Italian,5/19/1981,Messina
Quinzia,"Li Fonti",female,QuinziaLiFonti@rhyta.com,"0344 2928287",HR30431046,28,"Terme Vigliatore","Via Palermo 110",98050,Italian,11/3/1991,Messina
Maurizia,Marchesi,female,MauriziaMarchesi@gustr.com,"0343 5011277",XL50748972,50,Selci,"Via Silvio Spaventa 25",06017,Italian,8/16/1969,Perugia
Regina,Napolitani,female,ReginaNapolitani@superrito.com,"0359 5614275",HH16648207,20,Seneghe,"Via Francesco Girardi 66",09070,Italian,5/30/1999,Oristano
Emidio,Lombardo,male,EmidioLombardo@einrot.com,"0389 4653566",HW50630403,59,"Torreano Di Cividale","Via Sacchi 110",33040,Italian,5/28/1960,Udine
Giosuè,Ricci,male,GiosueRicci@dayrep.com,"0345 1425701",ET68758860,24,"Garessio Borgo Ponte","Via Bernardino Rota 136",12075,Italian,11/23/1995,Cuneo
Gaudenzia,Sagese,female,GaudenziaSagese@einrot.com,"0334 6363087",VS64609424,21,Poianella,"Via del Carmine 71",36050,Italian,2/26/1999,Vicenza
"Maria Pia",Fanucci,female,MariaPiaFanucci@dayrep.com,"0364 6100385",LJ29707903,24,Roccabascerana,"Via Licola Patria 3",83016,Italian,11/14/1995,Avellino
Lorenzo,Longo,male,LorenzoLongo@einrot.com,"0348 1240836",PF37951964,41,"San Giorgio","Via Nuova del Campo 74",98060,Italian,6/18/1978,Messina
Gabriele,Costa,male,GabrieleCosta@jourrapide.com,"0372 4787956",MC33913794,61,"Borgaria Di Narni","Stradone Antonio Provolo 81",05035,Italian,11/24/1958,Termi
Irmina,Siciliani,female,IrminaSiciliani@fleckens.hu,"0392 8437194",PD16481103,61,"Mosciano Sant'Angelo","Via Scuderlando 109",64023,Italian,3/9/1958,Teramo
Graziella,Trevisano,female,GraziellaTrevisano@einrot.com,"0320 0145114",YG28323667,52,"Leva' Di Montecchio Precalcino","Lungodora Napoli 91",36030,Italian,3/27/1967,Vicenza
Adalberto,Baresi,male,AdalbertoBaresi@armyspy.com,"0371 4849026",CE55006779,34,"Savignano Sul Rubicone","Via Partenope 116",47039,Italian,11/3/1985,Forli
Carmela,Iadanza,female,CarmelaIadanza@fleckens.hu,"0331 9538405",FN89107542,61,"San Rufo","Piazzetta Scalette Rubiani 82",84030,Italian,6/11/1958,Salerno
"Libera Maria",Panicucci,female,LiberaMariaPanicucci@superrito.com,"0364 1380616",YO7800305,62,"Vigolo Baselga","Via Zannoni 62",38070,Italian,5/14/1957,Trento
Publio,Lombardi,male,PublioLombardi@gustr.com,"0360 6226196",TN75025863,47,Mugnano,"Via Tasso 30",06076,Italian,9/30/1972,Perugia
Alda,Trevisani,female,AldaTrevisani@dayrep.com,"0338 0441430",YZ11936693,45,Battaglia,"Via Valpantena 107",84030,Italian,5/7/1974,Salerno
Leonida,Ferrari,female,LeonidaFerrari@teleworm.us,"0384 4451612",TS47396169,21,"Capri Leone","Via San Domenico Soriano 81",98070,Italian,2/14/1999,Messina
Bonaventura,Giordano,male,BonaventuraGiordano@fleckens.hu,"0338 0104245",HG63686309,64,Ceranova,"Via Alessandro Manzoni 97",27010,Italian,2/6/1956,Pavia
Arianna,Ferrari,female,AriannaFerrari@armyspy.com,"0339 3997170",VR71837934,46,"San Benedetto In Perillis","Via Catullo 108",67020,Italian,11/19/1973,L'Aquila
Ausonio,Monaldo,male,AusonioMonaldo@jourrapide.com,"0386 2440573",ST86583928,43,"Ca' Emiliani","Via Spalato 8",30175,Italian,12/17/1976,Venezia
"Sabina ",Trentini,female,SabinaTrentini@dayrep.com,"0360 8680741",SC42212688,49,Capovalle,"Largo Febo 71",25070,Italian,2/11/1971,Brescia
Consuelo,Bruno,male,ConsueloBruno@dayrep.com,"0310 6006772",OR70481767,46,Denno,"Via Torricelli 133",38010,Italian,11/2/1973,Trento
Manuela,Lucciano,female,ManuelaLucciano@teleworm.us,"0375 8614277",NH9872600,35,"San Severino Lucano","Discesa Gaiola 50",85030,Italian,6/19/1984,Potenza
Mirella,Calabrese,female,MirellaCalabrese@einrot.com,"0390 6711016",DZ11641511,25,"Moline Di Banale","Corso Porta Borsari 127",38078,Italian,11/16/1994,Trento
Andrea,Lori,male,AndreaLori@superrito.com,"0348 5537779",IM73596234,48,"Borgo Macchia","Via Pasquale Scura 122",75013,Italian,12/9/1971,Matera
Celeste,Fiorentino,female,CelesteFiorentino@gustr.com,"0334 9512317",KO47988733,32,Cappelletta,"Via Galileo Ferraris 23",46030,Italian,9/22/1987,Mantova
Rosina,Napolitano,female,RosinaNapolitano@superrito.com,"0340 6718936",FX45808481,40,"San Matteo Della Decima","Via Archimede 137",40010,Italian,6/17/1979,Bologna
Clio,Esposito,female,ClioEsposito@einrot.com,"0399 3513791",BS12062506,18,"Savignano Di Rigo","Via Partenope 144",47030,Italian,4/27/2001,Forli
Rosaura,Lettiere,female,RosauraLettiere@superrito.com,"0321 2430686",DY49682253,50,Lutago,"Via San Domenico 98",39030,Italian,8/23/1969,Bolzano
Carmen,Davide,male,CarmenDavide@dayrep.com,"0340 3614371",GH31209435,57,"San Cataldo","Via Antonio Beccadelli 144",73100,Italian,4/21/1962,Lecce
Ermes,Manfrin,male,ErmesManfrin@jourrapide.com,"0375 9370715",XQ10935940,50,Campogalliano,"Via San Pietro Ad Aram 74",41011,Italian,2/26/1970,Modena
Tranquillo,Genovesi,male,TranquilloGenovesi@rhyta.com,"0371 8267419",TX2408640,54,"San Donato","Via Stadera 108",61019,Italian,2/18/1966,Perugia
"Ida ",Bianchi,female,IdaBianchi@rhyta.com,"0319 7179379",VN75620342,58,"Piano Di Setta","Via Archimede 45",40030,Italian,7/18/1961,Bologna
Romolo,Buccho,male,RomoloBuccho@einrot.com,"0365 5587428",UC74110799,40,Civo,"Via Leopardi 142",23010,Italian,1/24/1980,Sondrio
Publio,Trevisano,male,PublioTrevisano@superrito.com,"0383 0707937",AO17075171,50,Villanterio,"Vico Giganti 145",27019,Italian,9/3/1969,Pavia
Fabrizio,Mancini,male,FabrizioMancini@armyspy.com,"0393 7414676",CU47445188,21,Reschen,"Via di Santa Melania 3",39027,Italian,11/21/1998,Bolzano
Ennio,Marino,male,EnnioMarino@dayrep.com,"0376 2689013",WM66070374,21,Massa,"Via Piccinni 111",82030,Italian,2/2/1999,Benevento
Rebecca,Lori,female,RebeccaLori@armyspy.com,"0391 1445888",WZ81125457,38,Paravati,"Via Rocca de Baldi 142",89852,Italian,3/27/1981,"Vibo Valentia"
Guglielmo,Zito,male,GuglielmoZito@superrito.com,"0366 8176335",UV33119995,46,"Porto Mantovano","Via Galileo Ferraris 142",46047,Italian,6/20/1973,Mantova
Ornella,Napolitano,female,OrnellaNapolitano@jourrapide.com,"0377 4629981",VA71042763,35,"Sesto Al Reghena","Via Miguel de Cervantes 1",33079,Italian,8/1/1984,Pordenone
Natascia,Piazza,female,NatasciaPiazza@teleworm.us,"0311 6075932",HX17902196,32,Saccolongo,"Via Sedile di Porto 76",35030,Italian,12/4/1987,Padova
Angelina,Palerma,female,AngelinaPalerma@gustr.com,"0397 1060582",HF98606962,40,"San Luca","Piazza Guglielmo Pepe 124",62032,Italian,3/1/1980,Macerata
Rosetta,Iadanza,female,RosettaIadanza@dayrep.com,"0363 8643260",LF36119736,66,Cortenedolo,"Largo Febo 42",25048,Italian,2/11/1954,Brescia
Gilda,Moretti,female,GildaMoretti@superrito.com,"0310 1392087",XO30412566,48,Combai,"Vicolo Tre Marchetti 102",31050,Italian,8/1/1971,Treviso
Brancaleone,Siciliano,male,BrancaleoneSiciliano@gustr.com,"0322 7585773",QG53405550,62,"San Marco Di Borgomanero","Via Donnalbina 133",28021,Italian,11/9/1957,Novara
Umberto,Romano,male,UmbertoRomano@armyspy.com,"0314 1963843",DA15174041,22,Redona,"Via Lombardi 100",24124,Italian,9/28/1997,Bergamo
Massimiliano,Ferrari,male,MassimilianoFerrari@einrot.com,"0310 7115788",KP72734497,63,"Sa Lumenera","Corso Novara 147",08010,Italian,9/21/1956,Nuoro
Manfredo,Capon,male,ManfredoCapon@teleworm.us,"0361 7009308",NO94107162,19,Biccari,"Via Nuova Agnano 97",71032,Italian,4/3/2000,Foggia
Proserpina,Costa,female,ProserpinaCosta@rhyta.com,"0310 8827680",XA31586597,48,"Castel Maggiore","Via Vicenza 63",40013,Italian,8/31/1971,Bologna
Cassio,Marchesi,male,CassioMarchesi@rhyta.com,"0397 9158133",RP45042933,35,Cenerente,"Via Santa Lucia 11",06070,Italian,9/30/1984,Perugia
Concetta,Cattaneo,female,ConcettaCattaneo@einrot.com,"0388 4650716",SD0064231,19,"Borgo D'Ale","Piazza San Carlo 13",13040,Italian,6/14/2000,Vercelli
Luisella,"Lo Duca",female,LuisellaLoDuca@jourrapide.com,"0372 4703800",VN3925680,28,Sterzing,"Via Nazionale 84",39049,Italian,7/10/1991,Bolzano
Caio,Lettiere,male,CaioLettiere@rhyta.com,"0365 0681480",JK56483498,52,Bonavicina,"Via Gaetano Donizetti 97",37050,Italian,2/18/1968,Verona
Matilde,Lucchesi,female,MatildeLucchesi@superrito.com,"0347 2074886",QX6165764,56,Valderice,"Vicolo Calcirelli 5",91019,Italian,2/10/1964,Trapani
Oscar,Trentini,male,OscarTrentini@armyspy.com,"0335 3509682",PR59473765,59,Torino,"Via Enrico Fermi 75",10141,Italian,8/15/1960,Torino
Celio,Nucci,male,CelioNucci@fleckens.hu,"0355 2949864",AJ21390823,20,Casalanguida,"Via Piave 56",66031,Italian,3/24/1999,Chieti
Artemisia,Fanucci,female,ArtemisiaFanucci@armyspy.com,"0319 5189777",VV41180535,55,"Le Castella","Piazza Garibaldi 126",04010,Italian,4/7/1964,Latina
Flavia,DeRose,female,FlaviaDeRose@fleckens.hu,"0380 1103240",OX23271194,32,Castelmella,"Largo Febo 19",25030,Italian,5/26/1987,Brescia
Nicoletta,Colombo,female,NicolettaColombo@jourrapide.com,"0382 9202060",CX63214929,59,Tresigallo,"Via Francesco Del Giudice 147",44039,Italian,2/19/1961,Ferrara
Ugo,"Li Fonti",male,UgoLiFonti@rhyta.com,"0393 1613265",RP72987861,46,Taceno,"Piazza Pilastri 92",23837,Italian,2/23/1974,Lecco
Gioele,Toscani,male,GioeleToscani@einrot.com,"0312 5578692",RT27232237,29,Corona,"Via Medina 59",34070,Italian,8/8/1990,Gorizia
Anselmo,Mazzi,male,AnselmoMazzi@armyspy.com,"0369 7632748",CX24595326,25,Ossana,"Corso Porta Borsari 87",38026,Italian,7/9/1994,Trento
Fabrizia,Pisani,female,FabriziaPisani@dayrep.com,"0343 5192999",FD20792495,29,Barzana,"Strada Provinciale 65 57",24030,Italian,11/6/1990,Bergamo
Cirilla,Napolitani,female,CirillaNapolitani@gustr.com,"0351 3537300",PF60116812,27,Belgioioso,"Piazzetta Concordia 4",27011,Italian,3/9/1992,Pavia
Callimaco,Greece,male,CallimacoGreece@rhyta.com,"0393 2484021",QX66086564,55,Gerace,"Via Antonio da Legnago 33",89040,Italian,5/1/1964,"Reggio Calabria"
Aurelio,Napolitano,male,AurelioNapolitano@dayrep.com,"0372 7791875",XS97291657,58,"Castelletto Merli","Via delle Azalee 124",15020,Italian,11/21/1961,Alessandria
Bruto,Longo,male,BrutoLongo@armyspy.com,"0370 0320691",GB43817967,22,Entratico,"Via Giulio Petroni 96",24060,Italian,3/27/1997,Bergamo
Ciriaca,Toscano,female,CiriacaToscano@superrito.com,"0327 6565994",MK46881649,33,Brianco,"Strada Statale 58",13885,Italian,6/17/1986,Biella
Camelia,Padovesi,female,CameliaPadovesi@dayrep.com,"0368 8937348",LQ72764153,37,"San Giovanni In Persiceto","Via Archimede 11",40017,Italian,12/31/1982,Bologna
Cristoforo,Lombardo,male,CristoforoLombardo@rhyta.com,"0378 8090522",SH2407634,52,"Terranova Monferrato","Via Acrone 14",15030,Italian,1/6/1968,Alessandria
Galdino,Trentino,male,GaldinoTrentino@cuvox.de,"0322 7269829",EC44099851,49,"San Rocco Castagnaretta","Via Moiariello 58",12010,Italian,2/14/1971,Cuneo
Raniero,Fiorentini,male,RanieroFiorentini@gustr.com,"0395 6090246",DM45115405,42,Nao,"Via Rocca de Baldi 125",89851,Italian,6/23/1977,"Vibo Valentia"
Alceo,Trentino,male,AlceoTrentino@gustr.com,"0380 3498565",EI94232203,67,"Solto Collina","Via Lombardi 38",24060,Italian,8/15/1952,Bergamo
Cordelia,Genovesi,female,CordeliaGenovesi@teleworm.us,"0378 5814487",MN20061762,55,Padova,"Via Sedile di Porto 68",35123,Italian,7/18/1964,Padova
Gaetana,Lucchese,female,GaetanaLucchese@cuvox.de,"0343 6884042",FA22155823,34,Camarza,"Via Agostino Depretis 6",16012,Italian,12/9/1985,Genova
Ilenia,Pinto,female,IleniaPinto@gustr.com,"0388 5925022",OA15616105,23,"Villa Vomano","Stradone Antonio Provolo 4",64020,Italian,12/24/1996,Teramo
Irma,Rossi,female,IrmaRossi@jourrapide.com,"0374 1376013",PP3364769,18,Capoterra,"Via del Viminale 11",09012,Italian,12/9/2001,Cagliari
Fortunato,Rizzo,male,FortunatoRizzo@gustr.com,"0355 9665838",EU72366376,50,Tramutola,"Piazza Mercato 96",85057,Italian,9/8/1969,Potenza
Adelfo,Zito,male,AdelfoZito@superrito.com,"0346 6894858",VN25851234,27,Focene,"Via Longhena 94",00054,Italian,6/5/1992,Roma
Berardo,Greece,male,BerardoGreece@fleckens.hu,"0330 8541668",TI15155848,41,"San Giacomo Delle Segnate","Via Santa Maria di Costantinopoli 113",46020,Italian,4/7/1978,Mantova
"Jolanda ",Padovano,female,JolandaPadovano@fleckens.hu,"0378 1709035",QG56780602,50,Mezzana,"Piazza Mercato 52",59100,Italian,11/24/1969,Prato
Gaetana,Manna,female,GaetanaManna@teleworm.us,"0382 2232128",YT93067479,25,"Porto Potenza Picena","Piazza Guglielmo Pepe 86",62016,Italian,8/10/1994,Macerata
Cirillo,Romani,male,CirilloRomani@einrot.com,"0381 7090297",QP52031290,53,Limpidi,"Via Rocca de Baldi 19",89832,Italian,10/28/1966,"Vibo Valentia"
Bruto,Sabbatini,male,BrutoSabbatini@rhyta.com,"0368 9632551",XP42622148,53,"Limone Piemonte","Via Bernardino Rota 35",12015,Italian,10/10/1966,Cuneo
Petronio,Buccho,male,PetronioBuccho@jourrapide.com,"0318 8897300",VC21326686,44,"Castelfranco In Miscano","Via Piccinni 51",82022,Italian,1/30/1976,Benevento
Maurilio,Sal,male,MaurilioSal@superrito.com,"0379 6269276",FQ73147559,25,"Martina Franca","Strada Bresciana 13",74015,Italian,8/14/1994,Taranto
Benedetto,Marcelo,male,BenedettoMarcelo@gustr.com,"0311 5025492",QT5068620,32,Belforte,"Via Galileo Ferraris 92",46010,Italian,8/20/1987,Mantova
Giacobbe,Cattaneo,male,GiacobbeCattaneo@fleckens.hu,"0324 5979392",FP29753853,45,"Gioiosa Ionica","Via Antonio da Legnago 54",89042,Italian,9/11/1974,"Reggio Calabria"
Leardo,Rizzo,male,LeardoRizzo@einrot.com,"0332 3171702",SB82019342,48,Sangano,"Via Enrico Fermi 20",10090,Italian,1/4/1972,Torino
Lorenzo,Mancini,male,LorenzoMancini@dayrep.com,"0354 6504535",HV7870391,48,"San Giovanni Di Bellagio","Viale Ippocrate 22",22020,Italian,1/3/1972,Como
Michelino,Manfrin,male,MichelinoManfrin@einrot.com,"0376 2777414",QO32254784,27,Cagliari,"Via del Viminale 72",09125,Italian,9/26/1992,Cagliari
Adelinda,Lombardo,female,AdelindaLombardo@cuvox.de,"0374 6106433",SQ82026073,43,Furore,"Via Rosmini 94",84010,Italian,3/3/1976,Salerno
